Van Datum;Van Tijdstip;Tot Datum;Tot Tijdstip;EAN;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus
21-06-2021;05:30:00;21-06-2021;05:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;05:45:00;21-06-2021;06:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,049;kWh;Gevalideerd
21-06-2021;05:45:00;21-06-2021;06:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;06:00:00;21-06-2021;06:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,023;kWh;Gevalideerd
21-06-2021;06:00:00;21-06-2021;06:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;06:15:00;21-06-2021;06:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,089;kWh;Gevalideerd
21-06-2021;06:15:00;21-06-2021;06:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;06:30:00;21-06-2021;06:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,034;kWh;Gevalideerd
21-06-2021;06:30:00;21-06-2021;06:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;06:45:00;21-06-2021;07:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,050;kWh;Gevalideerd
21-06-2021;06:45:00;21-06-2021;07:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;07:00:00;21-06-2021;07:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,116;kWh;Gevalideerd
21-06-2021;07:00:00;21-06-2021;07:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;07:15:00;21-06-2021;07:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,088;kWh;Gevalideerd
21-06-2021;07:15:00;21-06-2021;07:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;07:30:00;21-06-2021;07:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,076;kWh;Gevalideerd
21-06-2021;07:30:00;21-06-2021;07:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;07:45:00;21-06-2021;08:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,016;kWh;Gevalideerd
21-06-2021;07:45:00;21-06-2021;08:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;08:00:00;21-06-2021;08:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,031;kWh;Gevalideerd
21-06-2021;08:00:00;21-06-2021;08:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;08:15:00;21-06-2021;08:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,607;kWh;Gevalideerd
21-06-2021;08:15:00;21-06-2021;08:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;08:30:00;21-06-2021;08:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,091;kWh;Gevalideerd
21-06-2021;08:30:00;21-06-2021;08:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;08:45:00;21-06-2021;09:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,216;kWh;Gevalideerd
21-06-2021;08:45:00;21-06-2021;09:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;09:00:00;21-06-2021;09:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,029;kWh;Gevalideerd
21-06-2021;09:00:00;21-06-2021;09:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;09:15:00;21-06-2021;09:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,003;kWh;Gevalideerd
21-06-2021;09:15:00;21-06-2021;09:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,251;kWh;Gevalideerd
21-06-2021;09:30:00;21-06-2021;09:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,010;kWh;Gevalideerd
21-06-2021;09:30:00;21-06-2021;09:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,017;kWh;Gevalideerd
21-06-2021;09:45:00;21-06-2021;10:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,016;kWh;Gevalideerd
21-06-2021;09:45:00;21-06-2021;10:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;10:00:00;21-06-2021;10:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,035;kWh;Gevalideerd
21-06-2021;10:00:00;21-06-2021;10:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,004;kWh;Gevalideerd
21-06-2021;10:15:00;21-06-2021;10:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,021;kWh;Gevalideerd
21-06-2021;10:15:00;21-06-2021;10:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,031;kWh;Gevalideerd
21-06-2021;10:30:00;21-06-2021;10:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,055;kWh;Gevalideerd
21-06-2021;10:30:00;21-06-2021;10:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,111;kWh;Gevalideerd
21-06-2021;10:45:00;21-06-2021;11:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,286;kWh;Gevalideerd
21-06-2021;10:45:00;21-06-2021;11:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;11:00:00;21-06-2021;11:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,030;kWh;Gevalideerd
21-06-2021;11:00:00;21-06-2021;11:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,001;kWh;Gevalideerd
21-06-2021;11:15:00;21-06-2021;11:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,166;kWh;Gevalideerd
21-06-2021;11:15:00;21-06-2021;11:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,015;kWh;Gevalideerd
21-06-2021;11:30:00;21-06-2021;11:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,097;kWh;Gevalideerd
21-06-2021;11:30:00;21-06-2021;11:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,001;kWh;Gevalideerd
21-06-2021;11:45:00;21-06-2021;12:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,005;kWh;Gevalideerd
21-06-2021;11:45:00;21-06-2021;12:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,025;kWh;Gevalideerd
21-06-2021;12:00:00;21-06-2021;12:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,019;kWh;Gevalideerd
21-06-2021;12:00:00;21-06-2021;12:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,040;kWh;Gevalideerd
21-06-2021;12:15:00;21-06-2021;12:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,165;kWh;Gevalideerd
21-06-2021;12:15:00;21-06-2021;12:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,005;kWh;Gevalideerd
21-06-2021;12:30:00;21-06-2021;12:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,057;kWh;Gevalideerd
21-06-2021;12:30:00;21-06-2021;12:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,003;kWh;Gevalideerd
21-06-2021;12:45:00;21-06-2021;13:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,040;kWh;Gevalideerd
21-06-2021;12:45:00;21-06-2021;13:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,005;kWh;Gevalideerd
21-06-2021;13:00:00;21-06-2021;13:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,118;kWh;Gevalideerd
21-06-2021;13:00:00;21-06-2021;13:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,006;kWh;Gevalideerd
21-06-2021;13:15:00;21-06-2021;13:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
21-06-2021;13:15:00;21-06-2021;13:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,250;kWh;Gevalideerd
21-06-2021;13:30:00;21-06-2021;13:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,210;kWh;Gevalideerd
21-06-2021;13:30:00;21-06-2021;13:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,098;kWh;Gevalideerd
21-06-2021;13:45:00;21-06-2021;14:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,026;kWh;Gevalideerd
21-06-2021;13:45:00;21-06-2021;14:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,139;kWh;Gevalideerd
21-06-2021;14:00:00;21-06-2021;14:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
21-06-2021;14:00:00;21-06-2021;14:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,118;kWh;Gevalideerd
21-06-2021;14:15:00;21-06-2021;14:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,014;kWh;Gevalideerd
21-06-2021;14:15:00;21-06-2021;14:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,068;kWh;Gevalideerd
21-06-2021;14:30:00;21-06-2021;14:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,001;kWh;Gevalideerd
21-06-2021;14:30:00;21-06-2021;14:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,197;kWh;Gevalideerd
21-06-2021;14:45:00;21-06-2021;15:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,306;kWh;Gevalideerd
21-06-2021;14:45:00;21-06-2021;15:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,159;kWh;Gevalideerd
21-06-2021;15:00:00;21-06-2021;15:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,212;kWh;Gevalideerd
21-06-2021;15:00:00;21-06-2021;15:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,001;kWh;Gevalideerd
21-06-2021;15:15:00;21-06-2021;15:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,008;kWh;Gevalideerd
21-06-2021;15:15:00;21-06-2021;15:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,184;kWh;Gevalideerd
21-06-2021;15:30:00;21-06-2021;15:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,007;kWh;Gevalideerd
21-06-2021;15:30:00;21-06-2021;15:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,235;kWh;Gevalideerd
21-06-2021;15:45:00;21-06-2021;16:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,001;kWh;Gevalideerd
21-06-2021;15:45:00;21-06-2021;16:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,172;kWh;Gevalideerd
21-06-2021;16:00:00;21-06-2021;16:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,001;kWh;Gevalideerd
21-06-2021;16:00:00;21-06-2021;16:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,164;kWh;Gevalideerd
21-06-2021;16:15:00;21-06-2021;16:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
21-06-2021;16:15:00;21-06-2021;16:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,347;kWh;Gevalideerd
21-06-2021;16:30:00;21-06-2021;16:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,017;kWh;Gevalideerd
21-06-2021;16:30:00;21-06-2021;16:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,151;kWh;Gevalideerd
21-06-2021;16:45:00;21-06-2021;17:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,031;kWh;Gevalideerd
21-06-2021;16:45:00;21-06-2021;17:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,024;kWh;Gevalideerd
21-06-2021;17:00:00;21-06-2021;17:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,236;kWh;Gevalideerd
21-06-2021;17:00:00;21-06-2021;17:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,001;kWh;Gevalideerd
21-06-2021;17:15:00;21-06-2021;17:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,049;kWh;Gevalideerd
21-06-2021;17:15:00;21-06-2021;17:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,036;kWh;Gevalideerd
21-06-2021;17:30:00;21-06-2021;17:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,252;kWh;Gevalideerd
21-06-2021;17:30:00;21-06-2021;17:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,091;kWh;Gevalideerd
21-06-2021;17:45:00;21-06-2021;18:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,111;kWh;Gevalideerd
21-06-2021;17:45:00;21-06-2021;18:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,087;kWh;Gevalideerd
21-06-2021;18:00:00;21-06-2021;18:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,004;kWh;Gevalideerd
21-06-2021;18:00:00;21-06-2021;18:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,343;kWh;Gevalideerd
21-06-2021;18:15:00;21-06-2021;18:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
21-06-2021;18:15:00;21-06-2021;18:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,067;kWh;Gevalideerd
21-06-2021;18:30:00;21-06-2021;18:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,059;kWh;Gevalideerd
21-06-2021;18:30:00;21-06-2021;18:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,062;kWh;Gevalideerd
21-06-2021;18:45:00;21-06-2021;19:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,476;kWh;Gevalideerd
21-06-2021;18:45:00;21-06-2021;19:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,009;kWh;Gevalideerd
21-06-2021;19:00:00;21-06-2021;19:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;1,257;kWh;Gevalideerd
21-06-2021;19:00:00;21-06-2021;19:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;19:15:00;21-06-2021;19:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,112;kWh;Gevalideerd
21-06-2021;19:15:00;21-06-2021;19:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;19:30:00;21-06-2021;19:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,137;kWh;Gevalideerd
21-06-2021;19:30:00;21-06-2021;19:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;19:45:00;21-06-2021;20:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,036;kWh;Gevalideerd
21-06-2021;19:45:00;21-06-2021;20:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;20:00:00;21-06-2021;20:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,044;kWh;Gevalideerd
21-06-2021;20:00:00;21-06-2021;20:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;20:15:00;21-06-2021;20:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,021;kWh;Gevalideerd
21-06-2021;20:15:00;21-06-2021;20:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;20:30:00;21-06-2021;20:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,007;kWh;Gevalideerd
21-06-2021;20:30:00;21-06-2021;20:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;20:45:00;21-06-2021;21:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,016;kWh;Gevalideerd
21-06-2021;20:45:00;21-06-2021;21:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;21:00:00;21-06-2021;21:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,065;kWh;Gevalideerd
21-06-2021;21:00:00;21-06-2021;21:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;21:15:00;21-06-2021;21:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,078;kWh;Gevalideerd
21-06-2021;21:15:00;21-06-2021;21:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;21:30:00;21-06-2021;21:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,038;kWh;Gevalideerd
21-06-2021;21:30:00;21-06-2021;21:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;21:45:00;21-06-2021;22:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,058;kWh;Gevalideerd
21-06-2021;21:45:00;21-06-2021;22:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
21-06-2021;22:00:00;21-06-2021;22:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,221;kWh;Gevalideerd
21-06-2021;22:00:00;21-06-2021;22:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;22:15:00;21-06-2021;22:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,139;kWh;Gevalideerd
21-06-2021;22:15:00;21-06-2021;22:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;22:30:00;21-06-2021;22:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,064;kWh;Gevalideerd
21-06-2021;22:30:00;21-06-2021;22:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;22:45:00;21-06-2021;23:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,018;kWh;Gevalideerd
21-06-2021;22:45:00;21-06-2021;23:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;23:00:00;21-06-2021;23:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,194;kWh;Gevalideerd
21-06-2021;23:00:00;21-06-2021;23:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;23:15:00;21-06-2021;23:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,135;kWh;Gevalideerd
21-06-2021;23:15:00;21-06-2021;23:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;23:30:00;21-06-2021;23:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,033;kWh;Gevalideerd
21-06-2021;23:30:00;21-06-2021;23:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
21-06-2021;23:45:00;22-06-2021;00:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,052;kWh;Gevalideerd
21-06-2021;23:45:00;22-06-2021;00:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;00:00:00;22-06-2021;00:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,032;kWh;Gevalideerd
22-06-2021;00:00:00;22-06-2021;00:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;00:15:00;22-06-2021;00:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,031;kWh;Gevalideerd
22-06-2021;00:15:00;22-06-2021;00:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;00:30:00;22-06-2021;00:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,112;kWh;Gevalideerd
22-06-2021;00:30:00;22-06-2021;00:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;00:45:00;22-06-2021;01:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,123;kWh;Gevalideerd
22-06-2021;00:45:00;22-06-2021;01:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;01:00:00;22-06-2021;01:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,005;kWh;Gevalideerd
22-06-2021;01:00:00;22-06-2021;01:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;01:15:00;22-06-2021;01:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,020;kWh;Gevalideerd
22-06-2021;01:15:00;22-06-2021;01:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;01:30:00;22-06-2021;01:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,096;kWh;Gevalideerd
22-06-2021;01:30:00;22-06-2021;01:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;01:45:00;22-06-2021;02:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,046;kWh;Gevalideerd
22-06-2021;01:45:00;22-06-2021;02:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;02:00:00;22-06-2021;02:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,033;kWh;Gevalideerd
22-06-2021;02:00:00;22-06-2021;02:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;02:15:00;22-06-2021;02:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,015;kWh;Gevalideerd
22-06-2021;02:15:00;22-06-2021;02:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;02:30:00;22-06-2021;02:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,011;kWh;Gevalideerd
22-06-2021;02:30:00;22-06-2021;02:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;02:45:00;22-06-2021;03:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,023;kWh;Gevalideerd
22-06-2021;02:45:00;22-06-2021;03:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;03:00:00;22-06-2021;03:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,036;kWh;Gevalideerd
22-06-2021;03:00:00;22-06-2021;03:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;03:15:00;22-06-2021;03:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,069;kWh;Gevalideerd
22-06-2021;03:15:00;22-06-2021;03:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;03:30:00;22-06-2021;03:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,068;kWh;Gevalideerd
22-06-2021;03:30:00;22-06-2021;03:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;03:45:00;22-06-2021;04:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,077;kWh;Gevalideerd
22-06-2021;03:45:00;22-06-2021;04:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;04:00:00;22-06-2021;04:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,047;kWh;Gevalideerd
22-06-2021;04:00:00;22-06-2021;04:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;04:15:00;22-06-2021;04:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,059;kWh;Gevalideerd
22-06-2021;04:15:00;22-06-2021;04:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;04:30:00;22-06-2021;04:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,046;kWh;Gevalideerd
22-06-2021;04:30:00;22-06-2021;04:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
22-06-2021;04:45:00;22-06-2021;05:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,008;kWh;Gevalideerd
