Van Datum;Van Tijdstip;Tot Datum;Tot Tijdstip;EAN;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus
01-06-2021;00:00:00;01-06-2021;00:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,026;kWh;Gevalideerd
01-06-2021;00:00:00;01-06-2021;00:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;00:15:00;01-06-2021;00:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,115;kWh;Gevalideerd
01-06-2021;00:15:00;01-06-2021;00:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;00:30:00;01-06-2021;00:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,077;kWh;Gevalideerd
01-06-2021;00:30:00;01-06-2021;00:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;00:45:00;01-06-2021;01:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,028;kWh;Gevalideerd
01-06-2021;00:45:00;01-06-2021;01:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;01:00:00;01-06-2021;01:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,071;kWh;Gevalideerd
01-06-2021;01:00:00;01-06-2021;01:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;01:15:00;01-06-2021;01:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,069;kWh;Gevalideerd
01-06-2021;01:15:00;01-06-2021;01:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;01:30:00;01-06-2021;01:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,055;kWh;Gevalideerd
01-06-2021;01:30:00;01-06-2021;01:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;01:45:00;01-06-2021;02:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,072;kWh;Gevalideerd
01-06-2021;01:45:00;01-06-2021;02:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;02:00:00;01-06-2021;02:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,037;kWh;Gevalideerd
01-06-2021;02:00:00;01-06-2021;02:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;02:15:00;01-06-2021;02:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,015;kWh;Gevalideerd
01-06-2021;02:15:00;01-06-2021;02:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;02:30:00;01-06-2021;02:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,009;kWh;Gevalideerd
01-06-2021;02:30:00;01-06-2021;02:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;02:45:00;01-06-2021;03:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,091;kWh;Gevalideerd
01-06-2021;02:45:00;01-06-2021;03:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;03:00:00;01-06-2021;03:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,212;kWh;Gevalideerd
01-06-2021;03:00:00;01-06-2021;03:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;03:15:00;01-06-2021;03:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,022;kWh;Gevalideerd
01-06-2021;03:15:00;01-06-2021;03:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;03:30:00;01-06-2021;03:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,087;kWh;Gevalideerd
01-06-2021;03:30:00;01-06-2021;03:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;03:45:00;01-06-2021;04:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,054;kWh;Gevalideerd
01-06-2021;03:45:00;01-06-2021;04:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;04:00:00;01-06-2021;04:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,031;kWh;Gevalideerd
01-06-2021;04:00:00;01-06-2021;04:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;04:15:00;01-06-2021;04:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,045;kWh;Gevalideerd
01-06-2021;04:15:00;01-06-2021;04:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;04:30:00;01-06-2021;04:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,027;kWh;Gevalideerd
01-06-2021;04:30:00;01-06-2021;04:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;04:45:00;01-06-2021;05:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,021;kWh;Gevalideerd
01-06-2021;04:45:00;01-06-2021;05:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;05:00:00;01-06-2021;05:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,088;kWh;Gevalideerd
01-06-2021;05:00:00;01-06-2021;05:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;05:15:00;01-06-2021;05:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,009;kWh;Gevalideerd
01-06-2021;05:15:00;01-06-2021;05:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;05:30:00;01-06-2021;05:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,055;kWh;Gevalideerd
01-06-2021;05:30:00;01-06-2021;05:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;05:45:00;01-06-2021;06:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,031;kWh;Gevalideerd
01-06-2021;05:45:00;01-06-2021;06:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;06:00:00;01-06-2021;06:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,043;kWh;Gevalideerd
01-06-2021;06:00:00;01-06-2021;06:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;06:15:00;01-06-2021;06:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,110;kWh;Gevalideerd
01-06-2021;06:15:00;01-06-2021;06:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;06:30:00;01-06-2021;06:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,127;kWh;Gevalideerd
01-06-2021;06:30:00;01-06-2021;06:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;06:45:00;01-06-2021;07:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,304;kWh;Gevalideerd
01-06-2021;06:45:00;01-06-2021;07:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;07:00:00;01-06-2021;07:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,028;kWh;Gevalideerd
01-06-2021;07:00:00;01-06-2021;07:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;07:15:00;01-06-2021;07:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,010;kWh;Gevalideerd
01-06-2021;07:15:00;01-06-2021;07:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;07:30:00;01-06-2021;07:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,004;kWh;Gevalideerd
01-06-2021;07:30:00;01-06-2021;07:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;07:45:00;01-06-2021;08:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,205;kWh;Gevalideerd
01-06-2021;07:45:00;01-06-2021;08:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;08:00:00;01-06-2021;08:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,019;kWh;Gevalideerd
01-06-2021;08:00:00;01-06-2021;08:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;08:15:00;01-06-2021;08:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,021;kWh;Gevalideerd
01-06-2021;08:15:00;01-06-2021;08:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;08:30:00;01-06-2021;08:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,043;kWh;Gevalideerd
01-06-2021;08:30:00;01-06-2021;08:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;08:45:00;01-06-2021;09:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,121;kWh;Gevalideerd
01-06-2021;08:45:00;01-06-2021;09:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;09:00:00;01-06-2021;09:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,074;kWh;Gevalideerd
01-06-2021;09:00:00;01-06-2021;09:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;09:15:00;01-06-2021;09:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,014;kWh;Gevalideerd
01-06-2021;09:15:00;01-06-2021;09:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,006;kWh;Gevalideerd
01-06-2021;09:30:00;01-06-2021;09:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;09:30:00;01-06-2021;09:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,046;kWh;Gevalideerd
01-06-2021;09:45:00;01-06-2021;10:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,001;kWh;Gevalideerd
01-06-2021;09:45:00;01-06-2021;10:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,216;kWh;Gevalideerd
01-06-2021;10:00:00;01-06-2021;10:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;10:00:00;01-06-2021;10:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,053;kWh;Gevalideerd
01-06-2021;10:15:00;01-06-2021;10:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;10:15:00;01-06-2021;10:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,240;kWh;Gevalideerd
01-06-2021;10:30:00;01-06-2021;10:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;10:30:00;01-06-2021;10:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,099;kWh;Gevalideerd
01-06-2021;10:45:00;01-06-2021;11:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;10:45:00;01-06-2021;11:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,230;kWh;Gevalideerd
01-06-2021;11:00:00;01-06-2021;11:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;11:00:00;01-06-2021;11:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,194;kWh;Gevalideerd
01-06-2021;11:15:00;01-06-2021;11:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;11:15:00;01-06-2021;11:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,179;kWh;Gevalideerd
01-06-2021;11:30:00;01-06-2021;11:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;11:30:00;01-06-2021;11:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,191;kWh;Gevalideerd
01-06-2021;11:45:00;01-06-2021;12:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;11:45:00;01-06-2021;12:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,732;kWh;Gevalideerd
01-06-2021;12:00:00;01-06-2021;12:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;12:00:00;01-06-2021;12:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,918;kWh;Gevalideerd
01-06-2021;12:15:00;01-06-2021;12:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;12:15:00;01-06-2021;12:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,157;kWh;Gevalideerd
01-06-2021;12:30:00;01-06-2021;12:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;12:30:00;01-06-2021;12:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,040;kWh;Gevalideerd
01-06-2021;12:45:00;01-06-2021;13:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;12:45:00;01-06-2021;13:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,474;kWh;Gevalideerd
01-06-2021;13:00:00;01-06-2021;13:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;13:00:00;01-06-2021;13:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,032;kWh;Gevalideerd
01-06-2021;13:15:00;01-06-2021;13:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;13:15:00;01-06-2021;13:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,252;kWh;Gevalideerd
01-06-2021;13:30:00;01-06-2021;13:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;13:30:00;01-06-2021;13:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,022;kWh;Gevalideerd
01-06-2021;13:45:00;01-06-2021;14:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;13:45:00;01-06-2021;14:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,216;kWh;Gevalideerd
01-06-2021;14:00:00;01-06-2021;14:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;14:00:00;01-06-2021;14:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,048;kWh;Gevalideerd
01-06-2021;14:15:00;01-06-2021;14:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;14:15:00;01-06-2021;14:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,097;kWh;Gevalideerd
01-06-2021;14:30:00;01-06-2021;14:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;14:30:00;01-06-2021;14:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,058;kWh;Gevalideerd
01-06-2021;14:45:00;01-06-2021;15:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;14:45:00;01-06-2021;15:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,084;kWh;Gevalideerd
01-06-2021;15:00:00;01-06-2021;15:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;15:00:00;01-06-2021;15:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,395;kWh;Gevalideerd
01-06-2021;15:15:00;01-06-2021;15:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;15:15:00;01-06-2021;15:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,095;kWh;Gevalideerd
01-06-2021;15:30:00;01-06-2021;15:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;15:30:00;01-06-2021;15:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,287;kWh;Gevalideerd
01-06-2021;15:45:00;01-06-2021;16:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;15:45:00;01-06-2021;16:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,222;kWh;Gevalideerd
01-06-2021;16:00:00;01-06-2021;16:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;16:00:00;01-06-2021;16:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,093;kWh;Gevalideerd
01-06-2021;16:15:00;01-06-2021;16:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;16:15:00;01-06-2021;16:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,075;kWh;Gevalideerd
01-06-2021;16:30:00;01-06-2021;16:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;16:30:00;01-06-2021;16:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,036;kWh;Gevalideerd
01-06-2021;16:45:00;01-06-2021;17:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;16:45:00;01-06-2021;17:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,068;kWh;Gevalideerd
01-06-2021;17:00:00;01-06-2021;17:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;17:00:00;01-06-2021;17:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,093;kWh;Gevalideerd
01-06-2021;17:15:00;01-06-2021;17:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;17:15:00;01-06-2021;17:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,148;kWh;Gevalideerd
01-06-2021;17:30:00;01-06-2021;17:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;17:30:00;01-06-2021;17:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,042;kWh;Gevalideerd
01-06-2021;17:45:00;01-06-2021;18:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;17:45:00;01-06-2021;18:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,151;kWh;Gevalideerd
01-06-2021;18:00:00;01-06-2021;18:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;18:00:00;01-06-2021;18:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,275;kWh;Gevalideerd
01-06-2021;18:15:00;01-06-2021;18:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;18:15:00;01-06-2021;18:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,048;kWh;Gevalideerd
01-06-2021;18:30:00;01-06-2021;18:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;18:30:00;01-06-2021;18:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,250;kWh;Gevalideerd
01-06-2021;18:45:00;01-06-2021;19:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;18:45:00;01-06-2021;19:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,251;kWh;Gevalideerd
01-06-2021;19:00:00;01-06-2021;19:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;19:00:00;01-06-2021;19:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,058;kWh;Gevalideerd
01-06-2021;19:15:00;01-06-2021;19:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;19:15:00;01-06-2021;19:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,464;kWh;Gevalideerd
01-06-2021;19:30:00;01-06-2021;19:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,143;kWh;Gevalideerd
01-06-2021;19:30:00;01-06-2021;19:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,187;kWh;Gevalideerd
01-06-2021;19:45:00;01-06-2021;20:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;19:45:00;01-06-2021;20:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,224;kWh;Gevalideerd
01-06-2021;20:00:00;01-06-2021;20:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;20:00:00;01-06-2021;20:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,141;kWh;Gevalideerd
01-06-2021;20:15:00;01-06-2021;20:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,005;kWh;Gevalideerd
01-06-2021;20:15:00;01-06-2021;20:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,081;kWh;Gevalideerd
01-06-2021;20:30:00;01-06-2021;20:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
01-06-2021;20:30:00;01-06-2021;20:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,109;kWh;Gevalideerd
01-06-2021;20:45:00;01-06-2021;21:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,105;kWh;Gevalideerd
01-06-2021;20:45:00;01-06-2021;21:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,080;kWh;Gevalideerd
01-06-2021;21:00:00;01-06-2021;21:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,012;kWh;Gevalideerd
01-06-2021;21:00:00;01-06-2021;21:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;21:15:00;01-06-2021;21:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,042;kWh;Gevalideerd
01-06-2021;21:15:00;01-06-2021;21:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;21:30:00;01-06-2021;21:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,625;kWh;Gevalideerd
01-06-2021;21:30:00;01-06-2021;21:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;21:45:00;01-06-2021;22:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Dag;0,104;kWh;Gevalideerd
01-06-2021;21:45:00;01-06-2021;22:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-06-2021;22:00:00;01-06-2021;22:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,143;kWh;Gevalideerd
01-06-2021;22:00:00;01-06-2021;22:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;22:15:00;01-06-2021;22:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,058;kWh;Gevalideerd
01-06-2021;22:15:00;01-06-2021;22:30:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;22:30:00;01-06-2021;22:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,140;kWh;Gevalideerd
01-06-2021;22:30:00;01-06-2021;22:45:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;22:45:00;01-06-2021;23:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,039;kWh;Gevalideerd
01-06-2021;22:45:00;01-06-2021;23:00:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-06-2021;23:00:00;01-06-2021;23:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Afname Nacht;0,097;kWh;Gevalideerd
01-06-2021;23:00:00;01-06-2021;23:15:00;="000000000000000000";0ABC0000000000;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
